asset_id,event_id,split,case_type,local_path,source_id,source_url,license_status,media_type,annotation_mode,labels,has_bbox,has_region,has_sequence,can_train,can_show_customer,notes
outdoor_garbage_013,overflow_pileup,candidate,positive,train_model/work/images/11.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_014,overflow_pileup,candidate,positive,train_model/work/images/110.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_015,overflow_pileup,candidate,positive,train_model/work/images/111.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_016,overflow_pileup,candidate,positive,train_model/work/images/112.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_empty;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_018,overflow_pileup,candidate,positive,train_model/work/images/114.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_019,overflow_pileup,candidate,positive,train_model/work/images/115.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_020,overflow_pileup,candidate,positive,train_model/work/images/116.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_021,overflow_pileup,candidate,positive,train_model/work/images/117.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_023,overflow_pileup,candidate,positive,train_model/work/images/119.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_024,overflow_pileup,candidate,positive,train_model/work/images/12.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_025,overflow_pileup,candidate,positive,train_model/work/images/120.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_026,overflow_pileup,candidate,positive,train_model/work/images/121.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_027,overflow_pileup,candidate,positive,train_model/work/images/122.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_028,overflow_pileup,candidate,positive,train_model/work/images/123.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_029,overflow_pileup,candidate,positive,train_model/work/images/124.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_030,overflow_pileup,candidate,positive,train_model/work/images/125.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_031,overflow_pileup,candidate,positive,train_model/work/images/126.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_032,overflow_pileup,candidate,positive,train_model/work/images/127.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_033,overflow_pileup,candidate,positive,train_model/work/images/128.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_034,overflow_pileup,candidate,positive,train_model/work/images/129.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_035,overflow_pileup,candidate,positive,train_model/work/images/13.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_036,overflow_pileup,candidate,positive,train_model/work/images/130.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_037,overflow_pileup,candidate,positive,train_model/work/images/131.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_038,overflow_pileup,candidate,positive,train_model/work/images/132.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_039,overflow_pileup,candidate,positive,train_model/work/images/133.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_040,overflow_pileup,candidate,positive,train_model/work/images/134.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_041,overflow_pileup,candidate,positive,train_model/work/images/135.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_042,overflow_pileup,candidate,positive,train_model/work/images/136.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_043,overflow_pileup,candidate,positive,train_model/work/images/137.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_046,overflow_pileup,candidate,positive,train_model/work/images/14.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_047,overflow_pileup,candidate,positive,train_model/work/images/140.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_048,overflow_pileup,candidate,positive,train_model/work/images/141.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_049,overflow_pileup,candidate,positive,train_model/work/images/142.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_050,overflow_pileup,candidate,positive,train_model/work/images/143.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_051,overflow_pileup,candidate,positive,train_model/work/images/144.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_052,overflow_pileup,candidate,positive,train_model/work/images/145.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_empty;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_053,overflow_pileup,candidate,positive,train_model/work/images/146.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_054,overflow_pileup,candidate,positive,train_model/work/images/147.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_055,overflow_pileup,candidate,positive,train_model/work/images/148.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full;is_scattered,false,false,false,true,true,真实标注图像级满溢/散落状态样本
outdoor_garbage_057,overflow_pileup,candidate,positive,train_model/work/images/15.jpg,unique_outdoor_garbage,https://huggingface.co/datasets/UniqueData/outdoor_garbage,check_dataset_card_before_customer_delivery,image,event_state,is_full,false,false,false,true,true,真实标注图像级满溢/散落状态样本
taco_litter_001,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47803331152_19beae025a_z.jpg,check_image_license_per_item,image,bbox,Meal carton,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_002,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888872753_631ab0f441_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_003,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47803331492_b8c0e5aafe_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_004,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/33978200068_9cd0d8f6a2_z.jpg,check_image_license_per_item,image,bbox,Other plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_005,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/33978202498_ef6d507616_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_006,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47803335992_ebcc4e3932_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_007,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47855505601_a81c3ba8de_z.jpg,check_image_license_per_item,image,bbox,Glass cup,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_008,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888877173_734cec88e1_z.jpg,check_image_license_per_item,image,bbox,Other plastic wrapper,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_009,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47066066634_60a4f44241_z.jpg,check_image_license_per_item,image,bbox,Plastic film,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_010,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47803337262_4965d5608b_z.jpg,check_image_license_per_item,image,bbox,Other plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_011,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47066067064_b7ca7a114d_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_012,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47803337932_f6a005f4c1_z.jpg,check_image_license_per_item,image,bbox,Other plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_013,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/46939252345_2a66fc213a_z.jpg,check_image_license_per_item,image,bbox,Other plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_014,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/33978204438_f7bcf7de70_z.jpg,check_image_license_per_item,image,bbox,Normal paper,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_015,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47803339122_f549dbb834_z.jpg,check_image_license_per_item,image,bbox,Paper cup,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_016,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47803340592_325dd423bc_z.jpg,check_image_license_per_item,image,bbox,Other plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_017,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/46939254645_d86872df65_z.jpg,check_image_license_per_item,image,bbox,Other plastic wrapper,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_018,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/46939254875_30ebf38f12_z.jpg,check_image_license_per_item,image,bbox,Other plastic wrapper,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_019,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/33978206458_ccaff895b0_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_020,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/46939255385_3ecbdfafce_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_021,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/46939256875_1e3f943358_z.jpg,check_image_license_per_item,image,bbox,Single-use carrier bag,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_022,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/32911402747_4725bfdd20_z.jpg,check_image_license_per_item,image,bbox,Normal paper,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_023,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47066071374_0347ce5037_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_024,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47855510791_2c64fa1598_z.jpg,check_image_license_per_item,image,bbox,Plastic film,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_025,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888889263_c1d612cc87_z.jpg,check_image_license_per_item,image,bbox,Normal paper,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_026,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/46939259475_1189aa9f45_z.jpg,check_image_license_per_item,image,bbox,Other plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_027,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888891223_855448d2d0_z.jpg,check_image_license_per_item,image,bbox,Plastic lid,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_028,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47066073914_b3463b53ca_z.jpg,check_image_license_per_item,image,bbox,Egg carton,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_029,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/32911405727_5af811a99f_z.jpg,check_image_license_per_item,image,bbox,Egg carton,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_030,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888893613_4d171a62bf_z.jpg,check_image_license_per_item,image,bbox,Plastic straw,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_031,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/46939264125_0a6460af65_z.jpg,check_image_license_per_item,image,bbox,Other carton,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_032,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47066077624_d58b970abe_z.jpg,check_image_license_per_item,image,bbox,Normal paper,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_033,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/33978214998_ffc6f4c240_z.jpg,check_image_license_per_item,image,bbox,Paper cup,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_034,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47855518531_67d63b0125_z.jpg,check_image_license_per_item,image,bbox,Plastic straw,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_035,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/32911411497_217bab5be3_z.jpg,check_image_license_per_item,image,bbox,Paper bag,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_036,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47803352692_c93555bf7f_z.jpg,check_image_license_per_item,image,bbox,Paper bag,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_037,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/33978216968_43333362b8_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_038,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/33978218448_7fa1103785_z.jpg,check_image_license_per_item,image,bbox,Paper cup,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_039,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888905013_469a0afb11_z.jpg,check_image_license_per_item,image,bbox,Disposable plastic cup,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_040,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47066083354_f2bfb321ce_z.jpg,check_image_license_per_item,image,bbox,Plastic straw,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_041,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47855526201_cc3099bc63_z.jpg,check_image_license_per_item,image,bbox,Plastic utensils,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_042,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/47803356972_ba9b520555_z.jpg,check_image_license_per_item,image,bbox,Paper bag,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_043,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888908063_826a675e51_z.jpg,check_image_license_per_item,image,bbox,Other carton,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_044,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/33978225078_ddc894ef40_z.jpg,check_image_license_per_item,image,bbox,Plastic film,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_045,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/46939275485_13483d1194_z.jpg,check_image_license_per_item,image,bbox,Single-use carrier bag,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_046,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888909063_21d28281b1_z.jpg,check_image_license_per_item,image,bbox,Garbage bag,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_047,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888909583_82a44ac1fc_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_048,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/32911423797_5691c8704c_z.jpg,check_image_license_per_item,image,bbox,Clear plastic bottle,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_049,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/33978227058_6fba616329_z.jpg,check_image_license_per_item,image,bbox,Plastic lid,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
taco_litter_050,bag_on_ground,candidate,boundary,,taco_litter,https://farm66.staticflickr.com/65535/40888911413_b4b02a0ebc_z.jpg,check_image_license_per_item,image,bbox,Foam cup,true,true,false,true,true,TACO 零散垃圾/小目标候选，需人工筛选固定点位相似度
